PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
390,1,1,Michael 390,male,24.7,1,3,TKT000390,163.81,,Q
391,0,3,Emma 391,male,4.0,2,3,TKT000391,37.27,,C
392,0,1,Olivia 392,male,68.1,1,2,TKT000392,176.44,,Q
393,0,1,David 393,male,,3,1,TKT000393,139.12,,S
394,1,1,Michael 394,female,59.9,4,1,TKT000394,102.51,B45,C
395,0,3,William 395,female,45.3,4,0,TKT000395,20.05,,S
396,1,2,Ava 396,female,16.0,3,1,TKT000396,66.18,,C
397,0,1,John 397,male,30.5,2,0,TKT000397,72.47,C23,C
398,1,2,Michael 398,female,,4,1,TKT000398,32.23,,Q
399,1,2,Michael 399,male,53.4,0,0,TKT000399,37.04,A10,C
400,1,3,Sophia 400,female,53.1,4,0,TKT000400,13.09,,C
401,1,3,Robert 401,female,15.7,4,2,TKT000401,5.75,,C
402,1,2,Noah 402,female,2.5,0,2,TKT000402,38.14,C23,C
403,0,3,James 403,male,18.8,4,1,TKT000403,30.55,,C
404,0,3,Alice 404,male,77.7,4,1,TKT000404,12.24,,S
405,1,3,Mia 405,female,42.4,4,1,TKT000405,10.08,,C
406,0,3,Emma 406,male,57.8,3,3,TKT000406,6.03,,C
407,0,3,Noah 407,female,71.6,4,2,TKT000407,11.47,,Q
408,0,3,Olivia 408,male,55.3,3,2,TKT000408,22.58,,S
409,1,2,Liam 409,female,13.9,1,1,TKT000409,78.13,B45,S
410,0,2,Liam 410,male,39.7,3,2,TKT000410,34.81,,C
411,0,3,Liam 411,male,37.1,0,3,TKT000411,23.83,,Q
412,1,1,Liam 412,male,32.4,4,1,TKT000412,215.52,A10,C
413,0,1,Olivia 413,female,9.9,1,3,TKT000413,77.06,,S
414,0,2,James 414,female,72.7,3,1,TKT000414,26.85,,C
415,1,1,Liam 415,female,73.1,0,3,TKT000415,181.91,,C
416,1,3,Olivia 416,female,36.3,2,0,TKT000416,12.1,,C
417,0,2,Olivia 417,female,1.5,0,1,TKT000417,48.54,,Q
418,1,3,Alice 418,female,65.8,0,2,TKT000418,17.22,,C
419,1,1,Alice 419,male,79.5,3,2,TKT000419,106.88,E31,S
420,0,2,Liam 420,male,71.9,2,2,TKT000420,70.6,A10,Q
421,1,3,Mary 421,female,17.5,3,2,TKT000421,23.51,,C
422,1,2,Noah 422,female,79.6,1,1,TKT000422,53.76,D12,Q
423,1,1,Sophia 423,female,,0,2,TKT000423,175.09,D12,C
424,1,1,William 424,male,55.5,2,2,TKT000424,63.57,A10,C
425,0,1,Michael 425,male,66.9,4,2,TKT000425,144.9,,C
426,1,3,John 426,female,,1,2,TKT000426,24.43,,C
427,0,1,Liam 427,male,3.5,2,0,TKT000427,218.48,C23,C
428,1,1,Noah 428,female,19.8,0,1,TKT000428,240.15,,S
429,1,3,Liam 429,female,,4,2,TKT000429,37.33,,C
430,1,1,David 430,male,75.1,0,0,TKT000430,194.91,A10,C
431,1,1,David 431,female,61.5,2,2,TKT000431,201.7,,C
432,1,2,Emma 432,male,22.6,2,1,TKT000432,50.84,,Q
433,1,3,Michael 433,female,6.6,0,0,TKT000433,9.55,,C
434,0,1,Ava 434,male,15.1,1,0,TKT000434,217.23,,C
435,1,1,Robert 435,male,73.7,1,2,TKT000435,141.12,B45,C
436,0,1,David 436,female,53.5,2,1,TKT000436,56.05,B45,Q
437,0,2,Robert 437,male,63.9,4,1,TKT000437,67.55,D12,Q
438,0,2,Liam 438,male,27.9,1,1,TKT000438,67.06,E31,Q
439,0,3,Ava 439,male,46.4,3,1,TKT000439,24.43,,C
440,1,1,Robert 440,female,55.2,1,0,TKT000440,213.97,,S
441,0,2,Mia 441,male,31.8,3,2,TKT000441,60.89,C23,S
442,1,3,John 442,male,32.9,0,2,TKT000442,24.21,,S
443,1,1,Michael 443,female,56.5,1,1,TKT000443,113.63,B45,Q
444,0,2,William 444,female,13.2,3,1,TKT000444,24.3,D12,S
445,0,3,Michael 445,male,69.0,4,3,TKT000445,26.81,,Q
446,1,2,Mia 446,female,15.7,4,2,TKT000446,70.81,D12,S
447,0,3,James 447,male,30.1,2,3,TKT000447,30.56,,Q
448,0,3,William 448,male,8.0,4,2,TKT000448,7.73,,Q
449,0,2,Noah 449,male,1.9,2,2,TKT000449,54.44,,S
450,0,3,Alice 450,male,60.2,4,0,TKT000450,21.56,,Q
451,1,3,Alice 451,female,23.7,4,2,TKT000451,14.72,,C
452,0,1,Alice 452,female,48.7,4,0,TKT000452,123.95,,C
453,0,1,Robert 453,male,65.9,4,2,TKT000453,132.59,B45,S
454,1,1,Sophia 454,female,,3,3,TKT000454,145.25,B45,C
455,0,3,William 455,male,1.9,0,0,TKT000455,38.66,,Q
456,1,2,Noah 456,female,52.5,1,1,TKT000456,68.14,D12,Q
457,1,3,Mary 457,female,15.2,4,0,TKT000457,5.42,,Q
458,1,2,Olivia 458,female,23.4,0,0,TKT000458,25.52,B45,S
459,0,2,Michael 459,male,72.1,0,3,TKT000459,73.76,,C
460,1,3,Sophia 460,female,61.8,3,2,TKT000460,32.2,,S
461,0,2,Robert 461,female,6.5,4,0,TKT000461,58.73,D12,C
462,1,1,Mia 462,female,,0,3,TKT000462,195.51,A10,C
463,1,3,Sophia 463,male,31.9,0,1,TKT000463,21.73,,S
464,1,3,Sophia 464,female,39.1,0,0,TKT000464,28.86,,C
465,1,1,Liam 465,female,61.1,3,0,TKT000465,90.62,C23,Q
466,1,2,Sophia 466,female,51.0,0,2,TKT000466,31.59,D12,C
467,1,1,Michael 467,female,,4,1,TKT000467,207.56,E31,Q
468,1,1,Liam 468,male,,1,0,TKT000468,180.77,,S
469,0,2,Olivia 469,male,8.7,4,1,TKT000469,23.84,,S
470,0,2,Ava 470,male,67.0,1,0,TKT000470,27.25,C23,Q
471,0,2,Olivia 471,male,22.6,0,1,TKT000471,42.2,,S
472,1,1,Sophia 472,female,,3,1,TKT000472,51.27,C23,S
473,0,3,Liam 473,male,36.6,3,0,TKT000473,25.87,,Q
474,1,2,James 474,female,45.1,1,3,TKT000474,78.61,E31,Q
475,1,2,William 475,male,,0,0,TKT000475,70.63,B45,Q
476,1,2,James 476,female,20.9,1,1,TKT000476,47.19,,S
477,1,3,William 477,female,71.7,2,1,TKT000477,11.96,,S
478,1,1,Robert 478,female,59.3,4,3,TKT000478,94.13,B45,S
479,1,2,David 479,female,57.9,1,0,TKT000479,32.13,A10,C
480,0,2,James 480,female,28.1,1,0,TKT000480,58.28,,C
481,1,1,Olivia 481,female,67.1,1,1,TKT000481,196.0,,Q
482,0,2,Michael 482,male,4.2,3,1,TKT000482,22.02,A10,S
483,1,3,Michael 483,male,76.0,2,1,TKT000483,8.18,,Q
484,1,3,Noah 484,female,2.9,2,3,TKT000484,19.19,,Q
485,0,3,Olivia 485,male,71.6,4,1,TKT000485,14.44,,Q
486,1,3,Mary 486,male,59.1,3,2,TKT000486,36.08,,C
487,0,2,James 487,male,52.2,0,3,TKT000487,66.41,,Q
488,0,3,Emma 488,male,26.3,2,3,TKT000488,6.91,,C
489,0,2,Robert 489,male,54.6,3,0,TKT000489,57.26,A10,S
490,1,1,William 490,female,76.6,0,2,TKT000490,105.19,E31,C
491,0,2,James 491,male,36.1,2,3,TKT000491,23.78,,Q
492,1,3,David 492,female,26.8,4,1,TKT000492,20.58,,C
493,0,2,Mia 493,male,30.4,1,2,TKT000493,28.9,E31,S
494,1,3,Alice 494,male,53.6,3,2,TKT000494,16.08,,C
495,1,1,David 495,male,3.7,0,0,TKT000495,118.77,,C
496,1,1,Michael 496,female,74.3,2,1,TKT000496,244.03,C23,Q
497,1,2,Emma 497,female,58.8,0,2,TKT000497,38.48,D12,S
498,0,3,William 498,male,62.7,0,3,TKT000498,34.73,,S
499,1,2,Emma 499,female,41.4,0,2,TKT000499,43.85,D12,C
500,1,2,Alice 500,female,70.1,3,3,TKT000500,46.65,C23,S
501,0,1,Sophia 501,male,38.5,2,3,TKT000501,63.22,,S
502,1,3,Ava 502,female,73.3,2,2,TKT000502,22.17,,C
503,1,1,Sophia 503,female,,1,3,TKT000503,102.54,C23,Q
504,1,1,Liam 504,male,22.9,0,2,TKT000504,199.11,D12,Q
505,0,2,Sophia 505,male,5.6,2,0,TKT000505,28.13,,C
506,1,3,Alice 506,female,7.1,4,2,TKT000506,25.96,,C
507,1,2,Noah 507,female,55.4,3,3,TKT000507,69.4,C23,C
508,0,1,Liam 508,male,40.8,0,3,TKT000508,161.73,E31,C
509,1,1,James 509,male,73.9,2,1,TKT000509,112.31,E31,Q
510,1,1,Mary 510,female,10.4,3,0,TKT000510,188.85,,S
511,1,2,David 511,male,4.4,0,0,TKT000511,50.81,,C
512,1,1,Ava 512,male,73.7,2,2,TKT000512,230.23,,C
513,0,3,James 513,male,49.4,1,1,TKT000513,31.71,,C
514,0,3,Michael 514,male,,2,1,TKT000514,34.8,,C
515,1,1,Michael 515,male,78.5,0,1,TKT000515,152.85,,C
516,1,3,Liam 516,female,58.0,2,3,TKT000516,20.99,,S
517,0,2,William 517,female,34.8,3,0,TKT000517,76.34,,C
518,1,3,Mia 518,female,7.7,1,0,TKT000518,8.56,,C
519,0,2,Olivia 519,male,67.7,2,3,TKT000519,45.48,E31,C
520,1,3,David 520,female,33.0,3,3,TKT000520,8.78,,S
521,1,1,David 521,male,5.2,4,0,TKT000521,185.62,B45,S
522,1,2,Sophia 522,female,53.3,0,3,TKT000522,40.62,A10,C
523,1,2,Sophia 523,female,3.8,1,2,TKT000523,66.76,,Q
524,1,2,James 524,female,45.9,0,3,TKT000524,52.36,B45,C
525,1,3,John 525,female,49.7,1,2,TKT000525,5.99,,C
526,0,3,Robert 526,male,8.7,1,2,TKT000526,28.14,,Q
527,0,3,Ava 527,male,25.1,3,3,TKT000527,21.13,,C
528,0,3,Michael 528,male,2.8,0,1,TKT000528,8.42,,C
529,1,3,William 529,female,53.7,0,1,TKT000529,12.06,,C
530,0,1,Olivia 530,female,46.3,4,3,TKT000530,193.54,,C
531,0,2,Sophia 531,male,52.5,2,3,TKT000531,45.97,,Q
532,1,1,Mia 532,male,41.8,4,3,TKT000532,149.84,C23,Q
533,0,3,Sophia 533,male,37.5,2,0,TKT000533,34.54,,Q
534,1,2,John 534,male,23.7,1,2,TKT000534,34.17,,C
535,0,3,David 535,female,34.3,4,1,TKT000535,32.64,,Q
536,0,3,Mia 536,male,2.6,3,2,TKT000536,35.35,,Q
537,1,2,Noah 537,male,58.2,4,2,TKT000537,64.07,E31,C
538,1,1,Robert 538,male,62.1,1,0,TKT000538,216.47,D12,S
539,0,2,Sophia 539,male,21.1,3,1,TKT000539,42.48,,C
540,0,2,Liam 540,male,30.1,1,2,TKT000540,74.31,A10,Q
541,0,2,Sophia 541,female,56.3,2,2,TKT000541,34.18,,S
542,0,2,David 542,male,71.3,0,3,TKT000542,72.77,A10,C
543,0,2,Liam 543,female,70.3,2,3,TKT000543,50.38,E31,Q
544,1,1,Olivia 544,male,15.5,0,0,TKT000544,178.22,,S
545,0,3,Emma 545,male,61.6,3,3,TKT000545,19.36,,Q
546,0,2,Sophia 546,male,47.8,4,1,TKT000546,25.06,,S
547,0,3,Alice 547,male,50.5,0,3,TKT000547,29.54,,Q
548,1,3,Sophia 548,female,8.0,3,3,TKT000548,30.15,,S
549,0,3,Sophia 549,male,75.7,1,1,TKT000549,18.37,,C
550,1,2,Olivia 550,male,63.6,3,0,TKT000550,34.13,,S
551,1,1,Mary 551,female,78.0,4,0,TKT000551,92.44,A10,S
552,1,1,David 552,female,29.0,4,3,TKT000552,184.16,A10,C
553,1,3,Mia 553,female,77.5,2,3,TKT000553,22.63,,S
554,0,2,Liam 554,male,35.2,2,3,TKT000554,78.71,C23,C
555,1,3,Michael 555,female,74.2,1,3,TKT000555,30.79,,S
556,1,1,Mia 556,male,,3,0,TKT000556,144.05,,C
557,1,3,Robert 557,female,37.2,2,1,TKT000557,17.24,,S
558,1,3,Sophia 558,female,47.3,0,1,TKT000558,24.98,,C
559,0,2,Alice 559,male,,0,0,TKT000559,43.65,C23,C
560,1,2,Alice 560,female,22.3,1,0,TKT000560,22.63,E31,Q
561,1,2,Noah 561,female,59.8,3,0,TKT000561,25.55,,S
562,0,1,Mia 562,male,32.8,4,1,TKT000562,80.83,C23,C
563,0,2,Olivia 563,male,39.7,1,3,TKT000563,53.78,C23,Q
564,1,1,Michael 564,female,,4,0,TKT000564,142.7,,C
565,1,2,Sophia 565,female,64.3,2,0,TKT000565,61.06,,Q
566,1,1,Olivia 566,male,41.3,0,0,TKT000566,142.93,,S
567,1,1,Olivia 567,female,67.6,2,2,TKT000567,133.25,D12,S
568,1,1,John 568,male,78.6,1,3,TKT000568,184.68,,C
569,1,3,William 569,female,48.5,3,2,TKT000569,17.63,,S
570,1,1,William 570,male,,1,1,TKT000570,53.18,,C
571,1,1,Michael 571,male,37.6,0,3,TKT000571,54.36,D12,Q
572,1,1,Ava 572,male,66.5,3,2,TKT000572,116.77,D12,S
573,1,2,John 573,female,47.7,3,2,TKT000573,69.0,E31,Q
574,0,2,Alice 574,male,34.0,2,1,TKT000574,76.34,A10,C
575,0,2,David 575,female,18.4,3,3,TKT000575,70.55,,Q
576,1,2,Robert 576,female,67.7,1,3,TKT000576,64.96,,S
577,1,2,Ava 577,female,17.5,4,0,TKT000577,72.85,,S
578,1,2,David 578,female,18.9,1,0,TKT000578,79.62,E31,Q
579,0,2,Ava 579,male,77.0,4,0,TKT000579,66.9,A10,Q
580,1,1,Alice 580,male,69.8,2,2,TKT000580,108.42,A10,S
581,0,1,Emma 581,male,33.8,3,2,TKT000581,211.83,,Q
582,1,1,Noah 582,male,42.8,2,0,TKT000582,135.76,E31,C
583,1,1,Noah 583,male,41.9,0,1,TKT000583,117.66,D12,Q
584,0,3,Liam 584,male,64.1,4,2,TKT000584,36.0,,Q
585,1,2,Mia 585,female,,4,3,TKT000585,75.23,B45,Q
586,1,3,Liam 586,female,16.6,1,2,TKT000586,30.38,,S
587,0,3,Olivia 587,male,42.2,2,1,TKT000587,32.88,,C
588,1,3,William 588,female,5.7,0,3,TKT000588,6.67,,C
589,0,2,Robert 589,male,19.7,2,2,TKT000589,62.88,E31,C
590,1,3,Michael 590,male,59.3,0,1,TKT000590,32.25,,Q
591,0,2,Noah 591,female,5.9,3,2,TKT000591,42.16,E31,Q
592,0,3,Alice 592,female,35.8,3,3,TKT000592,10.05,,S
593,0,3,Olivia 593,male,38.4,3,0,TKT000593,38.31,,S
594,1,3,John 594,female,42.3,1,1,TKT000594,15.29,,Q
595,1,1,Ava 595,female,25.1,0,3,TKT000595,86.62,A10,C
596,1,3,Alice 596,female,27.7,4,3,TKT000596,9.65,,C
597,0,1,Liam 597,female,26.7,2,0,TKT000597,96.56,D12,S
598,0,3,Olivia 598,male,62.0,4,0,TKT000598,7.98,,Q
599,0,2,Ava 599,male,2.5,4,3,TKT000599,77.74,,S
600,0,2,Mary 600,female,39.8,0,0,TKT000600,21.44,,Q
601,1,2,Alice 601,male,21.2,0,0,TKT000601,44.44,C23,C
602,1,1,Noah 602,female,33.6,4,1,TKT000602,125.1,,C
603,1,1,David 603,female,26.1,4,0,TKT000603,63.09,A10,S
604,0,2,Noah 604,male,36.2,1,3,TKT000604,66.97,B45,Q
605,1,1,Mia 605,female,,3,2,TKT000605,215.87,,Q
606,1,3,Liam 606,female,28.8,4,0,TKT000606,6.59,,C
607,0,2,Mia 607,male,66.6,2,2,TKT000607,72.7,C23,Q
608,1,2,Olivia 608,female,78.7,3,0,TKT000608,55.97,A10,S
609,0,2,John 609,male,56.0,3,0,TKT000609,24.87,E31,C
610,0,3,Michael 610,female,15.0,0,1,TKT000610,37.77,,Q
611,0,2,Michael 611,male,57.0,2,0,TKT000611,57.51,,C
612,1,3,Olivia 612,female,17.5,4,3,TKT000612,35.45,,S
613,0,3,Alice 613,male,54.1,2,1,TKT000613,31.11,,Q
614,0,1,Ava 614,female,2.8,2,3,TKT000614,186.14,A10,C
615,1,1,Sophia 615,female,37.9,4,3,TKT000615,201.8,,C
616,0,2,Mia 616,male,7.5,1,1,TKT000616,64.25,A10,S
617,1,2,Robert 617,female,50.4,0,3,TKT000617,21.44,C23,S
618,1,1,Michael 618,female,42.1,4,0,TKT000618,64.58,,S
619,0,1,Mary 619,male,71.3,0,0,TKT000619,62.4,D12,Q
620,0,2,Sophia 620,male,32.7,3,3,TKT000620,71.87,D12,Q
621,1,2,Liam 621,male,54.4,0,1,TKT000621,55.27,,Q
622,0,3,John 622,male,29.1,0,1,TKT000622,9.82,,C
623,1,3,David 623,female,60.6,4,2,TKT000623,10.16,,C
624,1,1,Emma 624,female,53.0,1,1,TKT000624,97.48,,Q
625,0,1,David 625,male,53.8,3,2,TKT000625,169.95,E31,S
626,0,2,Robert 626,male,72.9,3,2,TKT000626,58.33,B45,Q
627,1,1,Michael 627,female,66.3,1,2,TKT000627,51.98,,S
628,0,1,Ava 628,male,14.8,2,0,TKT000628,117.96,,S
629,0,2,Alice 629,male,70.9,4,3,TKT000629,47.37,,Q
630,0,1,Mia 630,male,74.0,0,1,TKT000630,125.64,B45,Q
631,0,1,Michael 631,female,5.2,4,0,TKT000631,243.68,,S
632,1,3,Michael 632,female,30.6,3,3,TKT000632,23.39,,C
633,1,3,Sophia 633,female,47.1,1,2,TKT000633,35.21,,C
634,1,3,James 634,female,67.6,2,1,TKT000634,15.33,,Q
635,0,2,John 635,male,27.6,1,3,TKT000635,42.05,,S
636,1,3,David 636,female,72.2,1,0,TKT000636,7.74,,S
637,0,2,Robert 637,male,,4,1,TKT000637,39.75,C23,Q
638,1,1,Michael 638,female,23.3,4,1,TKT000638,249.37,A10,C
639,1,1,Noah 639,male,17.6,0,2,TKT000639,167.4,C23,S
640,1,3,Liam 640,female,35.7,0,3,TKT000640,15.7,,Q
641,0,2,Mia 641,female,34.6,1,1,TKT000641,37.98,A10,C
642,1,2,Mary 642,female,31.9,1,0,TKT000642,26.52,C23,Q
643,1,1,David 643,male,48.7,4,0,TKT000643,89.8,,C
644,0,2,Liam 644,male,14.6,0,3,TKT000644,29.42,D12,S
645,1,1,David 645,male,65.6,1,0,TKT000645,165.02,D12,S
646,1,1,Liam 646,female,48.8,0,2,TKT000646,115.78,A10,Q
647,1,2,Mia 647,female,57.2,4,3,TKT000647,68.6,,C
648,1,3,David 648,female,45.9,4,2,TKT000648,35.47,,Q
649,0,3,Emma 649,male,72.3,0,0,TKT000649,9.24,,Q
650,1,2,Emma 650,female,21.0,3,1,TKT000650,24.39,D12,C
651,1,1,William 651,male,57.0,1,3,TKT000651,184.06,,S
652,1,2,Mary 652,female,14.5,0,2,TKT000652,37.65,,S
653,0,2,Sophia 653,female,57.4,2,3,TKT000653,22.87,A10,S
654,0,1,Ava 654,male,61.6,1,0,TKT000654,97.71,C23,S
655,0,3,Robert 655,male,14.2,4,1,TKT000655,24.67,,Q
656,1,2,Michael 656,female,17.9,1,0,TKT000656,44.13,,Q
657,0,3,Liam 657,female,4.5,4,1,TKT000657,39.67,,C
658,0,3,Alice 658,male,50.8,2,3,TKT000658,9.65,,S
659,1,1,John 659,female,47.2,4,0,TKT000659,178.12,B45,C
660,1,3,Sophia 660,male,20.2,1,0,TKT000660,12.07,,S
661,1,3,Sophia 661,female,11.6,2,0,TKT000661,32.71,,S
662,0,2,James 662,female,43.6,2,1,TKT000662,61.24,D12,C
663,1,1,Olivia 663,male,6.5,4,1,TKT000663,176.87,,S
664,0,2,Michael 664,male,25.6,1,2,TKT000664,30.59,,C
665,0,2,John 665,male,14.3,3,3,TKT000665,64.1,D12,S
666,1,3,James 666,female,44.7,4,3,TKT000666,14.91,,S
667,1,1,Sophia 667,female,16.5,2,3,TKT000667,222.33,D12,C
668,0,3,Noah 668,female,6.6,3,2,TKT000668,10.68,,Q
669,1,3,Robert 669,female,51.2,1,3,TKT000669,19.84,,S
670,1,3,Alice 670,female,3.2,2,1,TKT000670,38.05,,Q
671,0,1,Alice 671,male,8.3,3,2,TKT000671,191.21,D12,Q
672,1,3,Liam 672,female,53.0,0,0,TKT000672,35.67,,Q
673,1,1,James 673,female,17.6,3,2,TKT000673,83.68,D12,Q
674,1,1,Alice 674,female,15.7,1,0,TKT000674,147.29,B45,Q
675,1,1,David 675,male,72.3,0,3,TKT000675,175.37,,S
676,1,1,William 676,female,47.3,4,0,TKT000676,184.56,A10,S
677,0,3,Noah 677,male,30.7,2,3,TKT000677,22.01,,C
678,0,3,Emma 678,female,80.0,2,0,TKT000678,7.0,,S
679,1,3,Noah 679,female,67.0,1,2,TKT000679,38.29,,C
680,0,3,John 680,female,15.8,2,3,TKT000680,17.61,,S
681,1,2,Liam 681,female,63.7,3,2,TKT000681,76.49,A10,Q
682,0,3,Noah 682,male,42.1,0,2,TKT000682,9.48,,Q
683,1,1,Mary 683,female,76.4,3,0,TKT000683,158.13,A10,S
684,1,2,James 684,female,18.4,3,0,TKT000684,73.85,,Q
685,1,1,William 685,female,61.5,4,3,TKT000685,178.8,D12,S
686,1,2,Emma 686,male,7.9,1,2,TKT000686,76.23,,C
687,0,2,James 687,male,43.3,4,1,TKT000687,39.18,B45,S
688,1,1,David 688,female,37.4,1,0,TKT000688,238.58,E31,Q
689,1,2,David 689,female,55.4,3,0,TKT000689,54.44,,C
690,0,3,Alice 690,male,58.9,3,3,TKT000690,35.29,,C
691,0,1,Liam 691,male,27.7,1,3,TKT000691,201.54,,S
692,0,2,Alice 692,male,46.9,3,3,TKT000692,62.58,,C
693,1,1,Sophia 693,male,60.1,3,1,TKT000693,195.19,B45,S
694,1,2,Robert 694,male,15.2,0,0,TKT000694,59.01,D12,S
695,1,2,Noah 695,female,48.1,3,3,TKT000695,66.55,A10,C
696,1,2,Olivia 696,female,,4,3,TKT000696,58.48,,C
697,0,3,Mary 697,male,39.3,4,1,TKT000697,8.48,,C
698,0,2,Noah 698,male,43.4,1,0,TKT000698,51.13,A10,S
699,1,1,Mary 699,male,64.2,0,2,TKT000699,75.76,A10,C
700,0,2,James 700,male,53.0,3,1,TKT000700,76.75,,Q
701,0,3,John 701,female,73.0,1,0,TKT000701,28.19,,S
702,1,2,Mary 702,male,18.0,4,2,TKT000702,55.51,D12,C
703,1,3,James 703,female,32.6,1,0,TKT000703,29.31,,Q
704,1,3,Sophia 704,female,16.2,1,2,TKT000704,26.17,,C
705,1,1,Mary 705,female,20.6,2,2,TKT000705,156.29,,C
706,0,1,Olivia 706,male,8.7,3,0,TKT000706,240.36,C23,Q
707,1,3,Noah 707,female,23.3,3,1,TKT000707,16.13,,C
708,1,2,John 708,female,21.5,2,1,TKT000708,59.45,C23,Q
709,1,3,James 709,female,35.7,1,2,TKT000709,38.34,,Q
710,1,2,John 710,male,25.7,0,2,TKT000710,63.8,,Q
711,1,1,Liam 711,female,34.5,0,3,TKT000711,196.16,E31,S
712,0,3,William 712,male,,4,0,TKT000712,39.8,,Q
713,1,1,Sophia 713,female,70.7,3,3,TKT000713,95.01,A10,S
714,0,1,William 714,female,54.6,4,3,TKT000714,108.01,,S
715,0,3,Michael 715,female,71.6,2,2,TKT000715,5.21,,C
716,1,1,Sophia 716,male,58.1,0,3,TKT000716,51.77,B45,S
717,0,3,David 717,male,38.2,0,3,TKT000717,23.77,,Q
718,1,1,Alice 718,female,60.0,3,3,TKT000718,226.72,,Q
719,1,1,Emma 719,female,16.7,3,3,TKT000719,183.05,B45,S
720,1,1,Olivia 720,male,11.0,0,3,TKT000720,52.73,D12,C
721,1,2,Liam 721,female,61.1,1,3,TKT000721,50.67,C23,S
722,1,3,William 722,female,9.1,1,1,TKT000722,34.92,,S
723,0,2,John 723,male,,3,3,TKT000723,45.58,,Q
724,1,3,David 724,female,19.3,0,2,TKT000724,27.54,,C
725,0,2,David 725,female,20.5,4,0,TKT000725,59.63,,C
726,0,2,Emma 726,male,29.7,2,2,TKT000726,20.82,C23,S
727,1,1,Robert 727,female,7.9,3,0,TKT000727,175.91,B45,S
728,1,2,Mia 728,female,79.2,4,2,TKT000728,22.63,C23,C
729,1,3,John 729,female,73.0,1,2,TKT000729,22.64,,Q
730,0,2,William 730,male,,4,0,TKT000730,61.63,,S
731,1,3,Robert 731,female,62.6,4,0,TKT000731,10.6,,Q
732,1,3,Alice 732,female,42.5,1,0,TKT000732,24.33,,Q
733,1,2,Ava 733,male,,1,0,TKT000733,75.63,B45,S
734,1,3,Sophia 734,female,30.2,4,2,TKT000734,30.27,,C
735,0,3,James 735,male,66.1,4,0,TKT000735,39.01,,Q
736,1,3,Robert 736,female,50.5,4,3,TKT000736,16.35,,S
737,1,1,Robert 737,female,35.3,4,3,TKT000737,145.8,B45,Q
738,0,3,Alice 738,male,25.5,0,3,TKT000738,11.57,,S
739,1,3,Sophia 739,female,8.9,3,0,TKT000739,26.12,,S
740,0,3,Noah 740,male,11.4,0,0,TKT000740,25.99,,Q
741,0,3,Robert 741,female,12.0,0,2,TKT000741,21.76,,Q
742,1,1,Robert 742,male,9.1,3,3,TKT000742,152.31,A10,S
743,1,3,Michael 743,female,73.8,1,0,TKT000743,36.56,,S
744,1,2,Sophia 744,male,49.6,4,2,TKT000744,75.19,B45,Q
745,0,3,David 745,male,71.6,3,2,TKT000745,35.64,,C
746,1,1,Mary 746,male,78.3,4,3,TKT000746,79.56,A10,Q
747,1,1,Olivia 747,female,79.6,2,1,TKT000747,127.0,D12,Q
748,0,2,James 748,male,40.3,4,1,TKT000748,69.28,D12,Q
749,0,1,Ava 749,male,17.1,1,2,TKT000749,144.79,C23,C
750,0,3,Liam 750,male,73.1,1,3,TKT000750,9.82,,Q
751,0,3,Ava 751,male,30.4,1,0,TKT000751,34.31,,S
752,1,1,Liam 752,female,7.1,2,3,TKT000752,212.74,E31,C
753,1,2,Alice 753,female,55.9,0,3,TKT000753,72.87,E31,C
754,1,3,David 754,female,21.4,0,3,TKT000754,37.6,,S
755,0,2,Michael 755,male,18.3,2,3,TKT000755,53.56,D12,C
756,1,1,Robert 756,male,52.1,2,1,TKT000756,71.68,A10,Q
757,0,1,Olivia 757,male,1.9,4,0,TKT000757,90.35,,Q
758,1,1,Robert 758,female,,2,3,TKT000758,111.72,E31,Q
759,1,1,Olivia 759,female,8.7,3,3,TKT000759,198.29,,Q
760,1,2,William 760,male,54.9,1,1,TKT000760,77.17,,Q
761,1,2,Robert 761,female,27.8,1,0,TKT000761,45.85,D12,S
762,1,1,Emma 762,female,12.3,1,2,TKT000762,243.79,,S
763,1,2,William 763,male,28.9,1,0,TKT000763,47.64,D12,Q
764,1,1,Emma 764,female,23.6,2,0,TKT000764,173.94,E31,Q
765,1,3,Liam 765,female,70.3,4,0,TKT000765,32.67,,S
766,0,2,Michael 766,male,46.0,4,3,TKT000766,72.45,,S
767,0,1,Robert 767,male,73.5,3,0,TKT000767,89.89,D12,C
768,1,1,Mia 768,female,75.9,2,3,TKT000768,92.69,A10,C
769,0,1,Mary 769,male,2.8,2,3,TKT000769,100.41,,C
770,1,3,David 770,male,15.5,1,1,TKT000770,38.72,,C
771,1,2,John 771,female,55.4,4,1,TKT000771,41.28,,S
772,0,2,Michael 772,male,66.1,2,0,TKT000772,63.99,B45,Q
773,1,2,John 773,female,1.3,1,1,TKT000773,27.54,A10,C
774,0,3,Ava 774,male,28.5,2,0,TKT000774,5.5,,C
775,1,3,Ava 775,female,10.9,4,3,TKT000775,17.31,,Q
776,1,1,William 776,female,37.2,3,2,TKT000776,160.55,,Q
777,0,1,William 777,male,9.2,3,0,TKT000777,132.26,A10,Q
778,1,2,Noah 778,female,62.4,3,3,TKT000778,71.38,,Q
779,1,1,William 779,female,62.8,1,0,TKT000779,103.52,D12,C
780,0,1,Olivia 780,male,,3,1,TKT000780,153.79,,Q
